id,nme,shortnme
1048,pfam00347,Ribosomal_L6
1049,pfam00348,polyprenyl_synt
1050,pfam00349,Hexokinase_1
1051,pfam00350,Dynamin_N
1052,pfam00351,Biopterin_H
1053,pfam00352,TBP
1054,pfam00353,HemolysinCabind
1055,pfam00354,Pentaxin
1056,pfam00355,Rieske
1057,pfam00356,LacI
1058,pfam00357,Integrin_alpha
1059,pfam00358,PTS_EIIA_1
1060,pfam00359,PTS_EIIA_2
1061,pfam00360,PHY
1062,pfam00361,Proton_antipo_M
1063,pfam00362,Integrin_beta
1064,pfam00363,Casein
1065,pfam00364,Biotin_lipoyl
1066,pfam00365,PFK
1067,pfam00366,Ribosomal_S17
1068,pfam00367,PTS_EIIB
1069,pfam00368,HMG-CoA_red
1070,pfam00370,FGGY_N
1071,pfam00372,Hemocyanin_M
1072,pfam00373,FERM_M
1073,pfam00374,NiFeSe_Hases
1074,pfam00375,SDF
1075,pfam00376,MerR
1076,pfam00377,Prion
1077,pfam00378,ECH_1
1078,pfam00379,Chitin_bind_4
1079,pfam00380,Ribosomal_S9
1080,pfam00381,PTS-HPr
1081,pfam00382,TFIIB
1082,pfam00383,dCMP_cyt_deam_1
1083,pfam00384,Molybdopterin
1084,pfam00385,Chromo
1085,pfam00386,C1q
1086,pfam00387,PI-PLC-Y
1087,pfam00388,PI-PLC-X
1088,pfam00389,2-Hacid_dh
1089,pfam00390,malic
1090,pfam00391,PEP-utilizers
1091,pfam00392,GntR
1092,pfam00393,6PGD
1093,pfam00394,Cu-oxidase
1094,pfam00395,SLH
1095,pfam00396,Granulin
1096,pfam00397,WW
1097,pfam00398,RrnaAD
1098,pfam00399,PIR
1099,pfam00400,WD40
1100,pfam00401,ATP-synt_DE
1101,pfam00402,Calponin
1102,pfam00403,HMA
1103,pfam00404,Dockerin_1
1104,pfam00405,Transferrin
1105,pfam00406,ADK
1106,pfam00407,Bet_v_1
1107,pfam00408,PGM_PMM_IV
1108,pfam00410,Ribosomal_S8
1109,pfam00411,Ribosomal_S11
1110,pfam00412,LIM
1111,pfam00413,Peptidase_M10
1112,pfam00414,MAP1B_neuraxin
1113,pfam00415,RCC1
1114,pfam00416,Ribosomal_S13
1115,pfam00417,Ribosomal_S3_N
1116,pfam00418,Tubulin-binding
1117,pfam00419,Fimbrial
1118,pfam00420,Oxidored_q2
1119,pfam00421,PSII
1120,pfam00423,HN
1121,pfam00424,REV
1122,pfam00425,Chorismate_bind
1123,pfam00426,VP4_haemagglut
1124,pfam00427,PBS_linker_poly
1125,pfam00428,Ribosomal_60s
1126,pfam00429,TLV_coat
1127,pfam00430,ATP-synt_B
1128,pfam00431,CUB
1129,pfam00432,Prenyltrans
1130,pfam00433,Pkinase_C
1131,pfam00434,VP7
1132,pfam00435,Spectrin
1133,pfam00436,SSB
1134,pfam00437,T2SSE
1135,pfam00438,S-AdoMet_synt_N
1136,pfam00439,Bromodomain
1137,pfam00440,TetR_N
1138,pfam00441,Acyl-CoA_dh_1
1139,pfam00442,UCH-1
1140,pfam00443,UCH
1141,pfam00444,Ribosomal_L36
1142,pfam00445,Ribonuclease_T2
1143,pfam00446,GnRH
1144,pfam00447,HSF_DNA-bind
1145,pfam00448,SRP54
1146,pfam00449,Urease_alpha
1147,pfam00450,Peptidase_S10
1148,pfam00451,Toxin_2
1149,pfam00452,Bcl-2
1150,pfam00453,Ribosomal_L20
1151,pfam00454,PI3_PI4_kinase
1152,pfam00455,DeoRC
1153,pfam00456,Transketolase_N
1154,pfam00457,Glyco_hydro_11
1155,pfam00458,WHEP-TRS
1156,pfam00459,Inositol_P
1157,pfam00460,Flg_bb_rod
1158,pfam00461,Peptidase_S26
1159,pfam00462,Glutaredoxin
1160,pfam00463,ICL
1161,pfam00464,SHMT
1162,pfam00465,Fe-ADH
1163,pfam00466,Ribosomal_L10
1164,pfam00467,KOW
1165,pfam00468,Ribosomal_L34
1166,pfam00469,F-protein
1167,pfam00470,RecF
1168,pfam00471,Ribosomal_L33
1169,pfam00472,RF-1
1170,pfam00473,CRF
1171,pfam00474,SSF
1172,pfam00475,IGPD
1173,pfam00476,DNA_pol_A
1174,pfam00477,LEA_5
1175,pfam00478,IMPDH
1176,pfam00479,G6PD_N
1177,pfam00480,ROK
1178,pfam00481,PP2C
1179,pfam00482,T2SSF
1180,pfam00483,NTP_transferase
1181,pfam00484,Pro_CA
1182,pfam00485,PRK
1183,pfam00486,Trans_reg_C
1184,pfam00487,FA_desaturase
1185,pfam00488,MutS_V
1186,pfam00489,IL6
1187,pfam00490,ALAD
1188,pfam00491,Arginase
1189,pfam00493,MCM
1190,pfam00494,SQS_PSY
1191,pfam00496,SBP_bac_5
1192,pfam00497,SBP_bac_3
1193,pfam00498,FHA
1194,pfam00499,Oxidored_q3
1195,pfam00500,Late_protein_L1
1196,pfam00501,AMP-binding
1197,pfam00502,Phycobilisome
1198,pfam00503,G-alpha
1199,pfam00504,Chloroa_b-bind
1200,pfam00505,HMG_box
1201,pfam00506,Flu_NP
1202,pfam00507,Oxidored_q4
1203,pfam00508,PPV_E2_N
1204,pfam00509,Hemagglutinin
1205,pfam00510,COX3
1206,pfam00511,PPV_E2_C
1207,pfam00512,HisKA
1208,pfam00513,Late_protein_L2
1209,pfam00514,Arm
1210,pfam00515,TPR_1
1211,pfam00516,GP120
1212,pfam00517,GP41
1213,pfam00518,E6
1214,pfam00519,PPV_E1_C
1215,pfam00520,Ion_trans
1216,pfam00521,DNA_topoisoIV
1217,pfam00522,VPR
1218,pfam00523,Fusion_gly
1219,pfam00524,PPV_E1_N
1220,pfam00525,Crystallin
1221,pfam00526,Dicty_CTDC
1222,pfam00527,E7
1223,pfam00528,BPD_transp_1
1224,pfam00529,CusB_dom_1
1225,pfam00530,SRCR
1226,pfam00531,Death
1227,pfam00532,Peripla_BP_1
1228,pfam00533,BRCT
1229,pfam00534,Glycos_transf_1
1230,pfam00535,Glycos_transf_2
1231,pfam00536,SAM_1
1232,pfam00537,Toxin_3
1233,pfam00538,Linker_histone
1234,pfam00539,Tat
1235,pfam00540,Gag_p17
1236,pfam00541,Adeno_knob
1237,pfam00542,Ribosomal_L12
1238,pfam00543,P-II
1239,pfam00544,Pectate_lyase_4
1240,pfam00545,Ribonuclease
1241,pfam00546,Seedstore_7s
1242,pfam00547,Urease_gamma
1243,pfam00548,Peptidase_C3
1244,pfam00549,Ligase_CoA
1245,pfam00550,PP-binding
1246,pfam00551,Formyl_trans_N
1247,pfam00552,IN_DBD_C
1248,pfam00553,CBM_2
1249,pfam00554,RHD_DNA_bind
1250,pfam00555,Endotoxin_M
1251,pfam00556,LHC
1252,pfam00557,Peptidase_M24
1253,pfam00558,Vpu
1254,pfam00559,Vif
1255,pfam00560,LRR_1
1256,pfam00561,Abhydrolase_1
1257,pfam00562,RNA_pol_Rpb2_6
1258,pfam00563,EAL
1259,pfam00564,PB1
1260,pfam00565,SNase
1261,pfam00566,RabGAP-TBC
1262,pfam00567,TUDOR
1263,pfam00568,WH1
1264,pfam00569,ZZ
1265,pfam00570,HRDC
1266,pfam00571,CBS
1267,pfam00572,Ribosomal_L13
1268,pfam00573,Ribosomal_L4
1269,pfam00574,CLP_protease
1270,pfam00575,S1
1271,pfam00576,Transthyretin
1272,pfam00577,Usher
1273,pfam00578,AhpC-TSA
1274,pfam00579,tRNA-synt_1b
1275,pfam00580,UvrD-helicase
1276,pfam00581,Rhodanese
1277,pfam00582,Usp
1278,pfam00583,Acetyltransf_1
1279,pfam00584,SecE
1280,pfam00585,Thr_dehydrat_C
1281,pfam00586,AIRS
1282,pfam00587,tRNA-synt_2b
1283,pfam00588,SpoU_methylase
1284,pfam00589,Phage_integrase
1285,pfam00590,TP_methylase
1286,pfam00591,Glycos_transf_3
1287,pfam00593,TonB_dep_Rec
1288,pfam00594,Gla
1289,pfam00595,PDZ
1290,pfam00596,Aldolase_II
1291,pfam00597,DedA
1292,pfam00598,Flu_M1
1293,pfam00599,Flu_M2
1294,pfam00600,Flu_NS1
1295,pfam00601,Flu_NS2
1296,pfam00602,Flu_PB1
1297,pfam00603,Flu_PA
1298,pfam00604,Flu_PB2
1299,pfam00605,IRF
1300,pfam00606,Glycoprotein_B
1301,pfam00607,Gag_p24
1302,pfam00608,Adeno_shaft
1303,pfam00609,DAGK_acc
1304,pfam00610,DEP
1305,pfam00611,FCH
1306,pfam00612,IQ
1307,pfam00613,PI3Ka
1308,pfam00614,PLDc
1309,pfam00615,RGS
1310,pfam00616,RasGAP
1311,pfam00617,RasGEF
1312,pfam00618,RasGEF_N
1313,pfam00619,CARD
1314,pfam00620,RhoGAP
1315,pfam00621,RhoGEF
1316,pfam00622,SPRY
1317,pfam00623,RNA_pol_Rpb1_2
1318,pfam00624,Flocculin
1319,pfam00625,Guanylate_kin
1320,pfam00626,Gelsolin
1321,pfam00627,UBA
1322,pfam00628,PHD
1323,pfam00629,MAM
1324,pfam00630,Filamin
1325,pfam00631,G-gamma
1326,pfam00632,HECT
1327,pfam00633,HHH
1328,pfam00634,BRCA2
1329,pfam00635,Motile_Sperm
1330,pfam00636,Ribonuclease_3
1331,pfam00637,Clathrin
1332,pfam00638,Ran_BP1
1333,pfam00639,Rotamase
1334,pfam00640,PID
1335,pfam00641,zf-RanBP
1336,pfam00642,zf-CCCH
1337,pfam00643,zf-B_box
1338,pfam00644,PARP
1339,pfam00645,zf-PARP
1340,pfam00646,F-box
1341,pfam00647,EF1G
1342,pfam00648,Peptidase_C2
1343,pfam00649,Copper-fist
1344,pfam00650,CRAL_TRIO
1345,pfam00651,BTB
1346,pfam00652,Ricin_B_lectin
1347,pfam00653,BIR
1348,pfam00654,Voltage_CLC
1349,pfam00655,ICE_p10
1350,pfam00656,Peptidase_C14
1351,pfam00657,Lipase_GDSL
1352,pfam00658,PABP
1353,pfam00659,POLO_box
1354,pfam00660,SRP1_TIP1
1355,pfam00661,Matrix
1356,pfam00662,Proton_antipo_N
1357,pfam00664,ABC_membrane
1358,pfam00665,rve
1359,pfam00666,Cathelicidins
1360,pfam00667,FAD_binding_1
1361,pfam00668,Condensation
1362,pfam00669,Flagellin_N
1363,pfam00670,AdoHcyase_NAD
1364,pfam00671,Fe_Asc_oxidored
1365,pfam00672,HAMP
1366,pfam00673,Ribosomal_L5_C
1367,pfam00674,DUP
1368,pfam00675,Peptidase_M16
1369,pfam00676,E1_dh
1370,pfam00677,Lum_binding
1371,pfam00679,EFG_C
1372,pfam00680,RdRP_1
1373,pfam00681,Plectin
1374,pfam00682,HMGL-like
1375,pfam00683,TB
1376,pfam00684,DnaJ_CXXCXGXG
1377,pfam00685,Sulfotransfer_1
1378,pfam00686,CBM_20
1379,pfam00687,Ribosomal_L1
1380,pfam00688,TGFb_propeptide
1381,pfam00689,Cation_ATPase_C
1382,pfam00690,Cation_ATPase_N
1383,pfam00691,OmpA
1384,pfam00692,dUTPase
1385,pfam00693,Herpes_TK
1386,pfam00694,Aconitase_C
1387,pfam00695,vMSA
1388,pfam00696,AA_kinase
1389,pfam00697,PRAI
1390,pfam00698,Acyl_transf_1
1391,pfam00699,Urease_beta
1392,pfam00700,Flagellin_C
1393,pfam00701,DHDPS
1394,pfam00702,Hydrolase
1395,pfam00703,Glyco_hydro_2
1396,pfam00704,Glyco_hydro_18
1397,pfam00705,PCNA_N
1398,pfam00706,Toxin_4
1399,pfam00707,IF3_C
1400,pfam00708,Acylphosphatase
1401,pfam00709,Adenylsucc_synt
1402,pfam00710,Asparaginase
1403,pfam00711,Defensin_beta
1404,pfam00712,DNA_pol3_beta
1405,pfam00713,Hirudin
1406,pfam00714,IFN-gamma
1407,pfam00715,IL2
1408,pfam00716,Peptidase_S21
1409,pfam00717,Peptidase_S24
1410,pfam00718,Polyoma_coat
1411,pfam00719,Pyrophosphatase
1412,pfam00720,SSI
1413,pfam00721,TMV_coat
1414,pfam00722,Glyco_hydro_16
1415,pfam00723,Glyco_hydro_15
1416,pfam00724,Oxidored_FMN
1417,pfam00725,3HCDH
1418,pfam00726,IL10
1419,pfam00727,IL4
1420,pfam00728,Glyco_hydro_20
1421,pfam00729,Viral_coat
1422,pfam00730,HhH-GPD
1423,pfam00731,AIRC
1424,pfam00732,GMC_oxred_N
1425,pfam00733,Asn_synthase
1426,pfam00734,CBM_1
1427,pfam00735,Septin
1428,pfam00736,EF1_GNE
1429,pfam00737,PsbH
1430,pfam00738,Polyhedrin
1431,pfam00739,X
1432,pfam00740,Parvo_coat
1433,pfam00741,Gas_vesicle
1434,pfam00742,Homoserine_dh
1435,pfam00743,FMO-like
1436,pfam00744,Dihydroorotase
1437,pfam00745,GlutR_dimer
1438,pfam00746,Gram_pos_anchor
1439,pfam00747,Viral_DNA_bp
1440,pfam00748,Calpain_inhib
1441,pfam00749,tRNA-synt_1c
1442,pfam00750,tRNA-synt_1d
1443,pfam00751,DM
1444,pfam00752,XPG_N
1445,pfam00753,Lactamase_B
1446,pfam00754,F5_F8_type_C
1447,pfam00755,Carn_acyltransf
1448,pfam00756,Esterase
1449,pfam00757,Furin-like
1450,pfam00758,EPO_TPO
1451,pfam00759,Glyco_hydro_9
1452,pfam00760,Cucumo_coat
1453,pfam00761,Polyoma_coat2
1454,pfam00762,Ferrochelatase
1455,pfam00763,THF_DHG_CYH
1456,pfam00764,Arginosuc_synth
1457,pfam00765,Autoind_synth
1458,pfam00766,ETF_alpha
1459,pfam00767,Poty_coat
1460,pfam00768,Peptidase_S11
1461,pfam00769,ERM_C
1462,pfam00770,Peptidase_C5
1463,pfam00771,FHIPEP
1464,pfam00772,DnaB
1465,pfam00773,RNB
1466,pfam00774,Ca_channel_B
1467,pfam00775,Dioxygenase_C
1468,pfam00776,Sigma70_ECF
1469,pfam00777,Glyco_transf_29
1470,pfam00778,DIX
1471,pfam00779,BTK
1472,pfam00780,CNH
1473,pfam00781,DAGK_cat
1474,pfam00782,DSPc
1475,pfam00783,IPPc
1476,pfam00784,MyTH4
1477,pfam00785,PAC
1478,pfam00786,PBD
1479,pfam00787,PX
1480,pfam00788,RA
1481,pfam00789,UBX
1482,pfam00790,VHS
1483,pfam00791,ZU5
1484,pfam00792,PI3K_C2
1485,pfam00793,DAHP_synth_1
1486,pfam00794,PI3K_rbd
1487,pfam00795,CN_hydrolase
1488,pfam00796,PSI_8
1489,pfam00797,Acetyltransf_2
1490,pfam00798,Arena_glycoprot
1491,pfam00799,Gemini_AL1
1492,pfam00800,PDT
1493,pfam00801,PKD
1494,pfam00802,Glycoprotein_G
1495,pfam00803,3A
1496,pfam00804,Syntaxin
1497,pfam00805,Pentapeptide
1498,pfam00806,PUF
1499,pfam00807,Apidaecin
1500,pfam00808,CBFD_NFYB_HMF
1501,pfam00809,Pterin_bind
1502,pfam00810,ER_lumen_recept
1503,pfam00811,Ependymin
1504,pfam00812,Ephrin
1505,pfam00813,FliP
1506,pfam00814,TsaD
1507,pfam00815,Histidinol_dh
1508,pfam00816,Histone_HNS
1509,pfam00817,IMS
1510,pfam00818,Ice_nucleation
1511,pfam00819,Myotoxins
1512,pfam00820,Lipoprotein_1
1513,pfam00821,PEPCK_GTP
1514,pfam00822,PMP22_Claudin
1515,pfam00823,PPE
1516,pfam00825,Ribonuclease_P
1517,pfam00826,Ribosomal_L10e
1518,pfam00827,Ribosomal_L15e
1519,pfam00828,Ribosomal_L27A
1520,pfam00829,Ribosomal_L21p
1521,pfam00830,Ribosomal_L28
1522,pfam00831,Ribosomal_L29
1523,pfam00832,Ribosomal_L39
1524,pfam00833,Ribosomal_S17e
1525,pfam00834,Ribul_P_3_epim
1526,pfam00835,SNAP-25
1527,pfam00836,Stathmin
1528,pfam00837,T4_deiodinase
1529,pfam00838,TCTP
1530,pfam00839,Cys_rich_FGFR
1531,pfam00840,Glyco_hydro_7
1532,pfam00841,Protamine_P2
1533,pfam00842,Ala_racemase_C
1534,pfam00843,Arena_nucleocap
1535,pfam00844,Gemini_coat
1536,pfam00845,Gemini_BL1
1537,pfam00846,Hanta_nucleocap
1538,pfam00847,AP2
1539,pfam00848,Ring_hydroxyl_A
1540,pfam00849,PseudoU_synth_2
1541,pfam00850,Hist_deacetyl
1542,pfam00851,Peptidase_C6
1543,pfam00852,Glyco_transf_10
1544,pfam00853,Runt
1545,pfam00854,PTR2
1546,pfam00855,PWWP
1547,pfam00856,SET
1548,pfam00857,Isochorismatase
1549,pfam00858,ASC
1550,pfam00859,CTF_NFI
1551,pfam00860,Xan_ur_permease
1552,pfam00861,Ribosomal_L18p
1553,pfam00862,Sucrose_synth
1554,pfam00863,Peptidase_C4
1555,pfam00864,P2X_receptor
1556,pfam00865,Osteopontin
1557,pfam00866,Ring_hydroxyl_B
1558,pfam00867,XPG_I
1559,pfam00868,Transglut_N
1560,pfam00869,Flavi_glycoprot
1561,pfam00870,P53
1562,pfam00871,Acetate_kinase
1563,pfam00872,Transposase_mut
1564,pfam00873,ACR_tran
1565,pfam00874,PRD
1566,pfam00875,DNA_photolyase
1567,pfam00876,Innexin
1568,pfam00877,NLPC_P60
1569,pfam00878,CIMR
1570,pfam00879,Defensin_propep
1571,pfam00880,Nebulin
1572,pfam00881,Nitroreductase
1573,pfam00882,Zn_dep_PLPC
1574,pfam00883,Peptidase_M17
1575,pfam00884,Sulfatase
1576,pfam00885,DMRL_synthase
1577,pfam00886,Ribosomal_S16
1578,pfam00887,ACBP
1579,pfam00888,Cullin
1580,pfam00889,EF_TS
1581,pfam00890,FAD_binding_2
1582,pfam00891,Methyltransf_2
1583,pfam00892,EamA
1584,pfam00893,Multi_Drug_Res
1585,pfam00894,Luteo_coat
1586,pfam00895,ATP-synt_8
1587,pfam00896,Mtap_PNP
1588,pfam00897,Orbi_VP7
1589,pfam00898,Orbi_VP2
1590,pfam00899,ThiF
1591,pfam00900,Ribosomal_S4e
1592,pfam00901,Orbi_VP5
1593,pfam00902,TatC
1594,pfam00903,Glyoxalase
1595,pfam00904,Involucrin
1596,pfam00905,Transpeptidase
1597,pfam00906,Hepatitis_core
1598,pfam00907,T-box
1599,pfam00908,dTDP_sugar_isom
1600,pfam00909,Ammonium_transp
1601,pfam00910,RNA_helicase
1602,pfam00912,Transgly
1603,pfam00913,Trypan_glycop
1604,pfam00915,Calici_coat
1605,pfam00916,Sulfate_transp
1606,pfam00917,MATH
1607,pfam00918,Gastrin
1608,pfam00919,UPF0004
1609,pfam00920,ILVD_EDD
1610,pfam00921,Lipoprotein_2
1611,pfam00922,Phosphoprotein
1612,pfam00923,TAL_FSA
1613,pfam00924,MS_channel
1614,pfam00925,GTP_cyclohydro2
1615,pfam00926,DHBP_synthase
1616,pfam00927,Transglut_C
1617,pfam00928,Adap_comp_sub
1618,pfam00929,RNase_T
1619,pfam00930,DPPIV_N
1620,pfam00931,NB-ARC
1621,pfam00932,LTD
1622,pfam00933,Glyco_hydro_3
1623,pfam00934,PE
1624,pfam00935,Ribosomal_L44
1625,pfam00936,BMC
1626,pfam00937,CoV_nucleocap
1627,pfam00938,Lipoprotein_3
1628,pfam00939,Na_sulph_symp
1629,pfam00940,RNA_pol
1630,pfam00941,FAD_binding_5
1631,pfam00942,CBM_3
1632,pfam00943,Alpha_E2_glycop
1633,pfam00944,Peptidase_S3
1634,pfam00945,Rhabdo_ncap
1635,pfam00946,Mononeg_RNA_pol
1636,pfam00947,Pico_P2A
1637,pfam00948,Flavi_NS1
1638,pfam00949,Peptidase_S7
1639,pfam00950,ABC-3
1640,pfam00951,Arteri_Gl
1641,pfam00952,Bunya_nucleocap
1642,pfam00953,Glycos_transf_4
1643,pfam00954,S_locus_glycop
1644,pfam00955,HCO3_cotransp
1645,pfam00956,NAP
1646,pfam00957,Synaptobrevin
1647,pfam00958,GMP_synt_C
1648,pfam00959,Phage_lysozyme
1649,pfam00960,Neocarzinostat
1650,pfam00961,LAGLIDADG_1
1651,pfam00962,A_deaminase
1652,pfam00963,Cohesin
1653,pfam00964,Elicitin
1654,pfam00965,TIMP
1655,pfam00966,DNA_polymeraseX
1656,pfam00967,Barwin
1657,pfam00968,Dwarfin
1658,pfam00969,MHC_II_beta
1659,pfam00970,FAD_binding_6
1660,pfam00971,EIAV_GP90
1661,pfam00972,Flavi_NS5
1662,pfam00973,Paramyxo_ncap
1663,pfam00974,Rhabdo_glycop
1664,pfam00975,Thioesterase
1665,pfam00976,ACTH_domain
1666,pfam00977,His_biosynth
1667,pfam00978,RdRP_2
1668,pfam00979,Reovirus_cap
1669,pfam00980,Rota_Capsid_VP6
1670,pfam00981,Rota_NS53
1671,pfam00982,Glyco_transf_20
1672,pfam00983,Tymo_coat
1673,pfam00984,UDPG_MGDP_dh
1674,pfam00985,MSA_2
1675,pfam00986,DNA_gyraseB_C
1676,pfam00988,CPSase_sm_chain
1677,pfam00989,PAS
1678,pfam00990,GGDEF
1679,pfam00991,ParA
1680,pfam00992,Troponin
1681,pfam00993,MHC_II_alpha
1682,pfam00994,MoCF_biosynth
1683,pfam00995,Sec1
1684,pfam00996,GDI
1685,pfam00997,Casein_kappa
1686,pfam00998,RdRP_3
1687,pfam00999,Na_H_Exchanger
1688,pfam01000,RNA_pol_A_bac
1689,pfam01001,HCV_NS4b
1690,pfam01002,Flavi_NS2B
1691,pfam01003,Flavi_capsid
1692,pfam01004,Flavi_M
1693,pfam01005,Flavi_NS2A
1694,pfam01006,HCV_NS4a
1695,pfam01007,IRK
1696,pfam01008,IF-2B
1697,pfam01009,5_nucleotidase
1698,pfam01010,Proton_antipo_C
1699,pfam01011,PQQ
1700,pfam01012,ETF
1701,pfam01014,Uricase
1702,pfam01015,Ribosomal_S3Ae
1703,pfam01016,Ribosomal_L27
1704,pfam01017,STAT_alpha
1705,pfam01018,GTP1_OBG
1706,pfam01019,G_glu_transpept
1707,pfam01020,Ribosomal_L40e
1708,pfam01021,TYA
1709,pfam01022,HTH_5
1710,pfam01023,S_100
1711,pfam01024,Colicin
1712,pfam01025,GrpE
1713,pfam01026,TatD_DNase
1714,pfam01027,Bax1-I
1715,pfam01028,Topoisom_I
1716,pfam01029,NusB
1717,pfam01030,Recep_L_domain
1718,pfam01031,Dynamin_M
1719,pfam01032,FecCD
1720,pfam01033,Somatomedin_B
1721,pfam01034,Syndecan
1722,pfam01035,DNA_binding_1
1723,pfam01036,Bac_rhodopsin
1724,pfam01037,AsnC_trans_reg
1725,pfam01039,Carboxyl_trans
1726,pfam01040,UbiA
1727,pfam01041,DegT_DnrJ_EryC1
1728,pfam01042,Ribonuc_L-PSP
1729,pfam01043,SecA_PP_bind
1730,pfam01044,Vinculin
1731,pfam01045,EIAV_GP45
1732,pfam01046,NodD_C_term
1733,pfam01047,MarR
1734,pfam01048,PNP_UDP_1
1735,pfam01049,CADH_Y-type_LIR
1736,pfam01050,MannoseP_isomer
1737,pfam01051,Rep_3
1738,pfam01052,FliMN_C
1739,pfam01053,Cys_Met_Meta_PP
1740,pfam01054,MMTV_SAg
1741,pfam01055,Glyco_hydro_31
1742,pfam01056,Myc_N
1743,pfam01057,Parvo_NS1
1744,pfam01058,Oxidored_q6
1745,pfam01059,Oxidored_q5_N
1746,pfam01060,TTR-52
1747,pfam01061,ABC2_membrane
1748,pfam01062,Bestrophin
1749,pfam01063,Aminotran_4
1750,pfam01064,Activin_recp
1751,pfam01065,Adeno_hexon
1752,pfam01066,CDP-OH_P_transf
1753,pfam01067,Calpain_III
1754,pfam01068,DNA_ligase_A_M
1755,pfam01069,Desaturase
1756,pfam01070,FMN_dh
1757,pfam01071,GARS_A
1758,pfam01072,Germin
1759,pfam01073,3Beta_HSD
1760,pfam01074,Glyco_hydro_38N
1761,pfam01075,Glyco_transf_9
1762,pfam01076,Mob_Pre
1763,pfam01077,NIR_SIR
1764,pfam01078,Mg_chelatase
1765,pfam01079,Hint
1766,pfam01080,Presenilin
1767,pfam01081,Aldolase
1768,pfam01082,Cu2_monooxygen
1769,pfam01083,Cutinase
1770,pfam01084,Ribosomal_S18
1771,pfam01085,HH_signal
1772,pfam01086,Clathrin_lg_ch
1773,pfam01087,GalP_UDP_transf
1774,pfam01088,Peptidase_C12
1775,pfam01089,P5CR
1776,pfam01090,Ribosomal_S19e
1777,pfam01091,PTN_MK_C
1778,pfam01092,Ribosomal_S6e
1779,pfam01093,Clusterin
1780,pfam01094,ANF_receptor
1781,pfam01095,Pectinesterase
1782,pfam01096,TFIIS_C
1783,pfam01097,Defensin_2
1784,pfam01098,FTSW_RODA_SPOVE
1785,pfam01099,Uteroglobin
1786,pfam01100,Sulphate_bind
1787,pfam01101,HMG14_17
1788,pfam01102,Glycophorin_A
1789,pfam01103,Omp85
1790,pfam01104,Bunya_NS-S
1791,pfam01105,EMP24_GP25L
1792,pfam01106,NifU
1793,pfam01107,MP
1794,pfam01108,Tissue_fac
1795,pfam01109,GM_CSF
1796,pfam01110,CNTF
1797,pfam01111,CKS
1798,pfam01112,Asparaginase_2
1799,pfam01113,DapB_N
1800,pfam01114,Colipase
1801,pfam01115,F_actin_cap_B
1802,pfam01116,F_bP_aldolase
1803,pfam01117,Aerolysin
1804,pfam01118,Semialdhyde_dh
1805,pfam01119,DNA_mis_repair
1806,pfam01120,Alpha_L_fucos
1807,pfam01121,CoaE
1808,pfam01122,Cobalamin_bind
1809,pfam01123,Stap_Strp_toxin
1810,pfam01124,MAPEG
1811,pfam01125,G10
1812,pfam01126,Heme_oxygenase
1813,pfam01127,Sdh_cyt
1814,pfam01128,IspD
1815,pfam01129,ART
1816,pfam01130,CD36
1817,pfam01131,Topoisom_bac
1818,pfam01132,EFP
1819,pfam01133,ER
1820,pfam01134,GIDA
1821,pfam01135,PCMT
1822,pfam01136,Peptidase_U32
1823,pfam01137,RTC
1824,pfam01138,RNase_PH
1825,pfam01139,RtcB
1826,pfam01140,Gag_MA
1827,pfam01141,Gag_p12
1828,pfam01142,TruD
1829,pfam01143,UPF0025
1830,pfam01144,CoA_trans
1831,pfam01145,Band_7
1832,pfam01146,Caveolin
1833,pfam01147,Crust_neurohorm
1834,pfam01148,CTP_transf_1
1835,pfam01149,Fapy_DNA_glyco
1836,pfam01150,GDA1_CD39
1837,pfam01151,ELO
1838,pfam01152,Bac_globin
1839,pfam01153,Glypican
1840,pfam01154,HMG_CoA_synt_N
1841,pfam01155,HypA
1842,pfam01156,IU_nuc_hydro
1843,pfam01157,Ribosomal_L21e
1844,pfam01158,Ribosomal_L36e
1845,pfam01159,Ribosomal_L6e
1846,pfam01160,Opiods_neuropep
1847,pfam01161,PBP
1848,pfam01162,GatB
1849,pfam01163,RIO1
1850,pfam01165,Ribosomal_S21
1851,pfam01166,TSC22
1852,pfam01167,Tub
1853,pfam01168,Ala_racemase_N
1854,pfam01169,UPF0016
1855,pfam01170,UPF0020
1856,pfam01171,ATP_bind_3
1857,pfam01172,SBDS
1858,pfam01173,UPF0028
1859,pfam01174,SNO
1860,pfam01175,Urocanase
1861,pfam01176,eIF-1a
1862,pfam01177,Asp_Glu_race
1863,pfam01179,Cu_amine_oxid
1864,pfam01180,DHO_dh
1865,pfam01181,DNase_I
1866,pfam01182,Glucosamine_iso
1867,pfam01183,Glyco_hydro_25
1868,pfam01184,Gpr1_Fun34_YaaH
1869,pfam01185,Hydrophobin
1870,pfam01186,Lysyl_oxidase
1871,pfam01187,MIF
1872,pfam01188,MR_MLE
1873,pfam01189,Methyltr_RsmB-F
1874,pfam01190,Pollen_Ole_e_1
1875,pfam01191,RNA_pol_Rpb5_C
1876,pfam01192,RNA_pol_Rpb6
1877,pfam01193,RNA_pol_L
1878,pfam01194,RNA_pol_N
1879,pfam01195,Pept_tRNA_hydro
1880,pfam01196,Ribosomal_L17
1881,pfam01197,Ribosomal_L31
1882,pfam01198,Ribosomal_L31e
1883,pfam01199,Ribosomal_L34e
